


      Monthly sea levels for SOLOMON ISLANDS
      --------------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        2 2014     0     6720      0.363      1.079      0.768     0.169
        3 2014     0     7440      0.426      1.022      0.709     0.144
        4 2014     0     7200      0.374      1.157      0.748     0.156
        5 2014     0     7440      0.279      1.147      0.705     0.191
        6 2014     0     7200      0.200      1.094      0.672     0.201
        7 2014     0     7440      0.198      1.052      0.667     0.192
        8 2014     0     7440      0.239      0.991      0.696     0.161
        9 2014     0     7200      0.364      1.063      0.722     0.146
       10 2014     0     7440      0.331      1.083      0.704     0.160
       11 2014     0     7200      0.289      1.154      0.732     0.190
       12 2014     0     7440      0.303      1.205      0.774     0.209
        1 2015     0     7440      0.248      1.175      0.752     0.205
        2 2015     0     6720      0.319      1.085      0.752     0.175
        3 2015     0     7440      0.351      1.034      0.715     0.159
        4 2015     0     7200      0.324      1.057      0.673     0.147
        5 2015     0     7440      0.248      1.075      0.684     0.178
        6 2015     0     7200      0.217      1.042      0.651     0.199
        7 2015     0     7440      0.198      1.024      0.605     0.199
        8 2015     0     7440      0.195      0.919      0.588     0.168
        9 2015     0     7200      0.288      0.886      0.583     0.137
       10 2015     0     7440      0.291      1.007      0.615     0.158
       11 2015     0     7200      0.219      1.046      0.632     0.192
       12 2015     0     7440      0.173      1.025      0.616     0.212
        1 2016     0     7440      0.064      0.902      0.553     0.200
        2 2016     0     6960      0.154      0.863      0.554     0.172
        3 2016     0     7440      0.135      0.823      0.505     0.138
        4 2016     0     7200      0.213      0.851      0.510     0.149
        5 2016     0     7440      0.155      0.966      0.595     0.177
        6 2016     4     7196      0.156      1.012      0.635     0.194
        7 2016     0     7440      0.174      0.950      0.608     0.195
        8 2016     0     7440      0.206      0.951      0.631     0.171
        9 2016     1     7199      0.312      1.008      0.664     0.136
       10 2016    63     7377      0.397      1.124      0.701     0.149
       11 2016     1     7199      0.290      1.186      0.751     0.189
       12 2016     2     7438      0.244      1.189      0.728     0.217
        1 2017     0     7440      0.239      1.184      0.767     0.208
        2 2017     0     6720      0.351      1.133      0.797     0.174
        3 2017     0     7440      0.525      1.303      0.895     0.151
        4 2017     0     7200      0.528      1.261      0.896     0.163
        5 2017     0     7440      0.318      1.235      0.800     0.190
        6 2017     0     7200      0.212      1.093      0.695     0.201
        7 2017     1     7439      0.129      0.981      0.618     0.192
        8 2017     0     7440      0.212      0.918      0.621     0.172
        9 2017   286     6914      0.271      0.964      0.647     0.153
       10 2017  1037     6403      0.347      1.067      0.703     0.160
       11 2017  7200        0
       12 2017  7440        0
        1 2018  4904     2536      0.335      1.203      0.796     0.216
        2 2018   319     6401      0.338      1.220      0.777     0.187
        3 2018    84     7356      0.384      1.166      0.787     0.154
        4 2018     2     7198      0.495      1.206      0.813     0.157
        5 2018     3     7437      0.370      1.246      0.798     0.190
        6 2018     0     7200      0.254      1.201      0.756     0.207
        7 2018     1     7439      0.234      1.176      0.735     0.207
        8 2018     0     7440      0.270      1.095      0.724     0.177
        9 2018     0     7200      0.321      1.044      0.736     0.157
       10 2018     0     7440      0.376      1.197      0.748     0.170
       11 2018     0     7200      0.261      1.200      0.758     0.199
       12 2018     0     7440      0.238      1.237      0.773     0.218
        1 2019     0     7440      0.177      1.141      0.705     0.223
        2 2019     0     6720      0.247      1.095      0.710     0.196
        3 2019     0     7440      0.350      1.077      0.728     0.165
        4 2019     0     7200      0.387      1.065      0.707     0.162
        5 2019     0     7440      0.282      1.151      0.707     0.185
        6 2019     0     7200      0.235      1.125      0.673     0.209
        7 2019     0     7440      0.202      1.128      0.673     0.215
        8 2019     0     7440      0.223      1.034      0.691     0.190
        9 2019     0     7200      0.259      1.009      0.679     0.158
       10 2019     0     7440      0.351      1.106      0.709     0.169
       11 2019     0     7200      0.287      1.163      0.721     0.205
       12 2019     0     7440      0.190      1.208      0.720     0.226
        1 2020     0     7440      0.155      1.170      0.679     0.223
        2 2020     0     6960      0.198      1.061      0.646     0.196
        3 2020     0     7440      0.256      1.141      0.677     0.175
        4 2020  1901     5299      0.416      1.177      0.765     0.175
        5 2020  1999     5441      0.368      1.243      0.807     0.186
        6 2020   134     7066      0.268      1.251      0.775     0.217
        7 2020  2271     5169      0.228      1.161      0.754     0.236
        8 2020     0     7440      0.274      1.143      0.763     0.201
        9 2020     0     7200      0.359      1.098      0.758     0.165
       10 2020     0     7440      0.436      1.213      0.781     0.172
       11 2020     0     7200      0.320      1.240      0.781     0.210
       12 2020   161     7279      0.307      1.300      0.830     0.242
        1 2021    68     7372      0.393      1.318      0.911     0.236
        2 2021     0     6720      0.448      1.264      0.921     0.202
        3 2021  1106     6334      0.499      1.287      0.915     0.174
        4 2021     0     7200      0.435      1.332      0.904     0.185
        5 2021   164     7276      0.261      1.255      0.815     0.213
        6 2021     2     7198      0.211      1.205      0.780     0.224
        7 2021     0     7440      0.228      1.185      0.764     0.218
        8 2021     1     7439      0.259      1.090      0.748     0.198
        9 2021   657     6543      0.355      1.138      0.781     0.182
       10 2021  1661     5779      0.446      1.255      0.813     0.185
       11 2021  4040     3160      0.616      1.340      1.002     0.172
       12 2021  4103     3337      0.403      1.401      1.016     0.208
        1 2022   603     6837      0.279      1.353      0.872     0.242
        2 2022  1748     4972      0.343      1.309      0.918     0.218
        3 2022   336     7104      0.456      1.352      0.955     0.188
        4 2022    36     7164      0.602      1.377      0.967     0.184
        5 2022   210     7230      0.434      1.367      0.896     0.216
        6 2022     0     7200      0.316      1.282      0.841     0.235
        7 2022     0     7440      0.339      1.272      0.858     0.231
        8 2022    83     7357      0.325      1.226      0.861     0.204
        9 2022     0     7200      0.410      1.281      0.861     0.187
       10 2022   126     7314      0.499      1.324      0.896     0.200
       11 2022   381     6819      0.392      1.397      0.882     0.234
       12 2022   935     6505      0.354      1.407      0.974     0.236
        1 2023  1169     6271      0.390      1.398      0.983     0.234
        2 2023     4     6716      0.443      1.346      0.970     0.222
      Totals   76233  2436567

      Mean sea level =  0.707  (Average monthly means = 0.708)

      Maximum recorded level of  1.407 metres at 0424 hours 09/12/2022
      Minimum recorded level of -0.068 metres at 0136 hours 20/07/2001
      Standard deviation of the observations =  0.2264 metres 
      Skewness                               = -0.0563
