


      Monthly sea levels for KIRIBATI
      -------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
       10 2021  2825     4615      0.565      2.843      1.671     0.496
       11 2021  1916     5284      0.857      2.596      1.667     0.408
       12 2021     0     7440      0.675      2.894      1.756     0.480
        1 2022     0     7440      0.675      2.990      1.744     0.489
        2 2022     1     6719      0.610      2.927      1.697     0.498
        3 2022     0     7440      0.585      2.835      1.685     0.536
        4 2022     0     7200      0.701      2.878      1.721     0.516
        5 2022     0     7440      0.669      2.755      1.675     0.469
        6 2022     1     7199      0.651      2.756      1.677     0.453
        7 2022     1     7439      0.654      2.873      1.676     0.463
        8 2022     1     7439      0.598      2.863      1.707     0.487
        9 2022     0     7200      0.587      2.906      1.715     0.510
       10 2022     0     7440      0.638      2.822      1.723     0.502
       11 2022     0     7200      0.711      2.854      1.739     0.484
       12 2022   273     7167      0.758      2.902      1.745     0.463
        1 2023     0     7440      0.675      3.030      1.765     0.475
        2 2023     1     6719      0.585      3.031      1.738     0.517
      Totals  126047  2525233

      Mean sea level =  1.670  (Average monthly means = 1.670)

      Maximum recorded level of  3.146 metres at 0518 hours 20/02/2019
      Minimum recorded level of  0.167 metres at 1136 hours 27/02/1998
      Standard deviation of the observations =  0.5018 metres 
      Skewness                               =  0.0514
